ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10008565,high,5,110,Development,Friday,90.2835508
10008566,low,18,111,Manufacturing,Wednesday,164.728716
10008567,low,10,107,Manufacturing,Tuesday,113.8504986
10008568,critical,12,110,Development,Monday,75.03146346
10008569,high,17,106,Commercial,Monday,114.1288347
10008570,critical,10,107,Manufacturing,Monday,93.15248973
10008571,critical,17,106,Commercial,Monday,105.5396477
10008572,medium,1,103,Administrative,Saturday,104.0949563
10008573,low,2,107,Manufacturing,Friday,131.436444
10008574,medium,18,111,Manufacturing,Saturday,125.9168094
10008575,high,15,110,Development,Thursday,85.166791
10008576,high,14,110,Development,Wednesday,97.16967786
10008577,high,7,106,Commercial,Friday,150.3893358
10008578,high,5,110,Development,Sunday,58.52284406
10008579,low,7,106,Commercial,Wednesday,173.4164829
10008580,critical,1,103,Administrative,Tuesday,70.45543533
10008581,high,2,107,Manufacturing,Saturday,101.0491944
10008582,low,3,105,Administrative,Friday,133.4510404
10008583,critical,4,112,Commercial,Tuesday,41.16213886
10008584,low,5,110,Development,Thursday,90.13855184
10008585,critical,16,108,Commercial,Friday,124.104304
10008586,high,1,103,Administrative,Saturday,92.9813548
10008587,low,8,106,Commercial,Saturday,184.5611706
10008588,low,8,106,Commercial,Thursday,126.5327753
10008589,medium,17,106,Commercial,Wednesday,160.7855496
10008590,medium,7,106,Commercial,Monday,120.8483132
10008591,high,15,110,Development,Saturday,69.41459895
10008592,critical,16,108,Commercial,Tuesday,115.7235285
10008593,medium,16,108,Commercial,Friday,151.634262
10008594,low,16,108,Commercial,Saturday,146.3210564
10008595,high,13,112,Commercial,Sunday,55.05878047
10008596,critical,18,111,Manufacturing,Thursday,47.85451936
10008597,low,18,111,Manufacturing,Friday,159.0857084
10008598,low,16,108,Commercial,Saturday,138.2836071
10008599,low,8,106,Commercial,Friday,204.5875291
10008600,high,12,110,Development,Thursday,47.282686
10008601,critical,17,106,Commercial,Wednesday,39.65888782
10008602,low,17,106,Commercial,Saturday,144.5643023
10008603,critical,4,112,Commercial,Monday,39.19908292
10008604,low,18,111,Manufacturing,Thursday,98.89124146
10008605,high,17,106,Commercial,Thursday,112.7578263
10008606,critical,6,108,Commercial,Monday,51.78707139
10008607,low,16,108,Commercial,Sunday,105.2971656
10008608,low,14,110,Development,Wednesday,86.98422509
10008609,medium,5,110,Development,Friday,156.345093
10008610,medium,19,108,Commercial,Wednesday,104.2453454
10008611,low,15,110,Development,Wednesday,102.4224632
10008612,low,14,110,Development,Monday,155.7269713
10008613,high,2,107,Manufacturing,Saturday,122.2103136
10008614,low,6,108,Commercial,Saturday,167.5757087
10008615,medium,9,107,Manufacturing,Monday,145.6258218
10008616,low,7,106,Commercial,Friday,192.1879331
10008617,high,2,107,Manufacturing,Monday,53.14041265
10008618,critical,1,103,Administrative,Monday,45.28752787
10008619,high,15,110,Development,Thursday,45.37255601
10008620,low,3,105,Administrative,Friday,135.2704232
10008621,medium,7,106,Commercial,Sunday,148.6169448
10008622,high,12,110,Development,Friday,130.0864964
10008623,high,17,106,Commercial,Sunday,85.53977465
10008624,low,15,110,Development,Sunday,77.77213094
10008625,medium,13,112,Commercial,Saturday,161.0772255
10008626,medium,13,112,Commercial,Monday,160.1787053
10008627,critical,1,103,Administrative,Sunday,81.23264507
10008628,medium,17,106,Commercial,Tuesday,139.4609999
10008629,critical,14,110,Development,Thursday,79.01943864
10008630,critical,17,106,Commercial,Wednesday,110.3113297
10008631,medium,18,111,Manufacturing,Monday,149.3484396
10008632,low,16,108,Commercial,Wednesday,159.625424
10008633,low,1,103,Administrative,Saturday,142.4466648
10008634,high,4,112,Commercial,Wednesday,130.7766841
10008635,critical,6,108,Commercial,Monday,111.3347893
10008636,medium,5,110,Development,Saturday,95.97406997
10008637,high,6,108,Commercial,Saturday,68.17639221
10008638,high,10,107,Manufacturing,Saturday,120.9837701
10008639,critical,16,108,Commercial,Monday,62.70850553
10008640,critical,15,110,Development,Sunday,83.34958827
10008641,low,12,110,Development,Monday,97.88710831
10008642,high,18,111,Manufacturing,Saturday,92.16530403
10008643,high,14,110,Development,Sunday,70.90653579
10008644,medium,11,104,Research,Wednesday,83.46653681
10008645,low,14,110,Development,Wednesday,96.63851709
10008646,medium,10,107,Manufacturing,Thursday,148.2887993
10008647,medium,16,108,Commercial,Sunday,128.7664264
10008648,medium,18,111,Manufacturing,Sunday,94.30967112
10008649,medium,3,105,Administrative,Monday,82.17856542
10008650,critical,17,106,Commercial,Wednesday,42.47325755
10008651,low,3,105,Administrative,Tuesday,139.0219185
10008652,medium,16,108,Commercial,Tuesday,156.7871985
10008653,low,17,106,Commercial,Thursday,122.9480958
10008654,high,6,108,Commercial,Wednesday,90.65335134
10008655,critical,18,111,Manufacturing,Sunday,34.8811886
10008656,high,19,108,Commercial,Saturday,70.71511058
10008657,critical,10,107,Manufacturing,Friday,147.6867026
10008658,medium,11,104,Research,Sunday,90.26417634
10008659,low,19,108,Commercial,Saturday,113.6334241
10008660,high,12,110,Development,Monday,111.9822293
10008661,low,7,106,Commercial,Saturday,180.4775872
10008662,medium,16,108,Commercial,Saturday,171.3953994
10008663,high,18,111,Manufacturing,Saturday,82.15693697
10008664,critical,8,106,Commercial,Tuesday,35.39252341
10008665,medium,3,105,Administrative,Wednesday,156.004648
10008666,low,5,110,Development,Sunday,162.2783823
10008667,medium,2,107,Manufacturing,Saturday,92.83007592
10008668,medium,4,112,Commercial,Monday,98.66426317
10008669,medium,10,107,Manufacturing,Monday,114.9757563
10008670,medium,8,106,Commercial,Thursday,86.93922856
10008671,low,6,108,Commercial,Tuesday,167.4349791
10008672,critical,18,111,Manufacturing,Sunday,38.14741952
10008673,high,19,108,Commercial,Monday,109.0168125
10008674,critical,11,104,Research,Friday,105.6517525
10008675,critical,11,104,Research,Monday,67.15936116
10008676,medium,17,106,Commercial,Monday,137.4571439
10008677,low,18,111,Manufacturing,Tuesday,95.40379545
10008678,high,18,111,Manufacturing,Wednesday,75.68919827
10008679,low,16,108,Commercial,Saturday,109.4596245
10008680,high,9,107,Manufacturing,Saturday,113.9321022
10008681,high,5,110,Development,Friday,133.8225178
10008682,critical,10,107,Manufacturing,Thursday,69.11845842
10008683,high,3,105,Administrative,Friday,134.0915165
10008684,critical,8,106,Commercial,Monday,60.54279962
10008685,critical,4,112,Commercial,Saturday,119.5051573
10008686,high,2,107,Manufacturing,Friday,91.42219223
10008687,low,10,107,Manufacturing,Monday,115.4125295
10008688,critical,16,108,Commercial,Thursday,95.19294562
10008689,low,2,107,Manufacturing,Thursday,162.9085121
10008690,medium,6,108,Commercial,Saturday,153.850769
10008691,critical,13,112,Commercial,Monday,111.4851049
10008692,high,19,108,Commercial,Thursday,97.39889556
10008693,high,19,108,Commercial,Tuesday,77.55497455
10008694,critical,9,107,Manufacturing,Friday,148.6292869
10008695,medium,7,106,Commercial,Thursday,130.893911
10008696,high,16,108,Commercial,Friday,119.1234137
10008697,high,18,111,Manufacturing,Monday,62.01132179
10008698,high,18,111,Manufacturing,Tuesday,65.5014856
10008699,high,11,104,Research,Tuesday,96.97965583
10008700,high,4,112,Commercial,Thursday,54.46963221
10008701,medium,3,105,Administrative,Sunday,98.2575046
10008702,critical,6,108,Commercial,Tuesday,83.21424647
10008703,high,12,110,Development,Tuesday,57.62670088
10008704,low,18,111,Manufacturing,Sunday,123.3225866
10008705,critical,13,112,Commercial,Wednesday,109.1842721
10008706,high,9,107,Manufacturing,Sunday,60.11192215
10008707,high,12,110,Development,Sunday,60.28237324
10008708,critical,3,105,Administrative,Saturday,63.92518928
10008709,high,6,108,Commercial,Tuesday,124.8075418
10008710,medium,7,106,Commercial,Saturday,122.9083415
10008711,low,15,110,Development,Wednesday,106.2422586
10008712,medium,2,107,Manufacturing,Thursday,86.96119557
10008713,low,15,110,Development,Saturday,97.1555542
10008714,critical,13,112,Commercial,Sunday,57.29138874
10008715,low,14,110,Development,Tuesday,149.4944742
10008716,critical,13,112,Commercial,Friday,134.3837126
10008717,critical,6,108,Commercial,Friday,67.58877293
10008718,critical,3,105,Administrative,Wednesday,88.69899005
10008719,critical,9,107,Manufacturing,Tuesday,104.6678413
10008720,critical,3,105,Administrative,Monday,83.06727904
10008721,critical,8,106,Commercial,Thursday,96.12692169
10008722,critical,3,105,Administrative,Sunday,52.57825359
10008723,medium,18,111,Manufacturing,Sunday,109.1669134
10008724,high,1,103,Administrative,Thursday,140.292217
10008725,critical,9,107,Manufacturing,Friday,81.62345468
10008726,high,5,110,Development,Wednesday,80.44308104
10008727,critical,14,110,Development,Sunday,62.04839825
10008728,high,3,105,Administrative,Friday,86.95056962
10008729,critical,9,107,Manufacturing,Sunday,114.0012401
10008730,medium,10,107,Manufacturing,Monday,94.58342695
10008731,high,9,107,Manufacturing,Sunday,71.63401479
10008732,high,10,107,Manufacturing,Sunday,82.10926983
10008733,low,6,108,Commercial,Tuesday,171.2617227
10008734,medium,1,103,Administrative,Monday,114.6300734
10008735,critical,7,106,Commercial,Thursday,77.62206384
10008736,critical,7,106,Commercial,Thursday,55.67667789
10008737,medium,11,104,Research,Tuesday,113.081782
10008738,medium,18,111,Manufacturing,Friday,135.6732402
10008739,low,16,108,Commercial,Sunday,106.2120836
10008740,high,9,107,Manufacturing,Thursday,65.20343841
10008741,critical,7,106,Commercial,Saturday,71.82024355
10008742,high,9,107,Manufacturing,Wednesday,140.9503841
10008743,medium,14,110,Development,Saturday,123.9938069
10008744,high,10,107,Manufacturing,Saturday,102.4352681
10008745,medium,5,110,Development,Sunday,98.10481762
10008746,low,13,112,Commercial,Friday,192.9122767
10008747,critical,19,108,Commercial,Tuesday,117.5410409
10008748,critical,18,111,Manufacturing,Monday,56.90251199
10008749,medium,7,106,Commercial,Thursday,113.0772773
10008750,medium,8,106,Commercial,Sunday,153.2382125
10008751,high,11,104,Research,Saturday,123.8309333
10008752,medium,8,106,Commercial,Tuesday,100.9549017
10008753,critical,17,106,Commercial,Saturday,90.00072019
10008754,low,3,105,Administrative,Thursday,152.397162
10008755,low,12,110,Development,Wednesday,113.4750195
10008756,low,3,105,Administrative,Monday,153.2880828
10008757,low,3,105,Administrative,Saturday,185.4093033
10008758,medium,6,108,Commercial,Wednesday,100.9335174
10008759,medium,7,106,Commercial,Friday,147.4909426
10008760,medium,17,106,Commercial,Friday,184.4037231
10008761,low,14,110,Development,Tuesday,158.8861413
10008762,medium,3,105,Administrative,Wednesday,162.8581376
10008763,low,5,110,Development,Wednesday,83.58471598
10008764,low,6,108,Commercial,Friday,213.9258798
10008765,medium,11,104,Research,Friday,180.0458915
10008766,low,11,104,Research,Thursday,110.8668658
10008767,medium,10,107,Manufacturing,Saturday,142.8611051
10008768,low,8,106,Commercial,Tuesday,163.0565654
10008769,medium,2,107,Manufacturing,Tuesday,151.9644592
10008770,high,7,106,Commercial,Monday,93.20321133
10008771,critical,11,104,Research,Wednesday,99.64251144
10008772,low,16,108,Commercial,Friday,212.248337
10008773,medium,10,107,Manufacturing,Thursday,80.1985402
10008774,low,4,112,Commercial,Monday,120.5376283
10008775,low,3,105,Administrative,Monday,141.2697014
10008776,medium,10,107,Manufacturing,Monday,141.5751997
10008777,medium,15,110,Development,Friday,161.0486568
10008778,high,9,107,Manufacturing,Tuesday,108.787754
10008779,low,14,110,Development,Wednesday,107.5182309
10008780,critical,18,111,Manufacturing,Friday,101.8527958
10008781,low,5,110,Development,Sunday,79.32055974
10008782,high,17,106,Commercial,Thursday,104.7517624
10008783,critical,14,110,Development,Tuesday,59.18389159
10008784,critical,4,112,Commercial,Saturday,118.1750171
10008785,critical,7,106,Commercial,Sunday,57.75487072
10008786,low,4,112,Commercial,Saturday,146.7854475
10008787,critical,13,112,Commercial,Friday,69.4214203
10008788,critical,8,106,Commercial,Saturday,132.0671278
10008789,high,15,110,Development,Sunday,118.4440465
10008790,high,16,108,Commercial,Tuesday,87.6746839
10008791,critical,14,110,Development,Tuesday,73.68571033
10008792,low,18,111,Manufacturing,Sunday,107.9061566
10008793,high,4,112,Commercial,Saturday,138.2616074
10008794,medium,10,107,Manufacturing,Monday,108.4297201
10008795,low,17,106,Commercial,Sunday,91.63290979
10008796,high,18,111,Manufacturing,Friday,88.10184784
10008797,low,11,104,Research,Sunday,152.2377011
10008798,low,2,107,Manufacturing,Monday,103.0118494
10008799,critical,5,110,Development,Sunday,24.74454151
10008800,low,3,105,Administrative,Friday,188.3870867
10008801,critical,4,112,Commercial,Friday,145.4059913
10008802,critical,9,107,Manufacturing,Monday,108.781356
10008803,critical,6,108,Commercial,Saturday,78.49491117
10008804,high,18,111,Manufacturing,Sunday,81.09021977
10008805,critical,14,110,Development,Wednesday,37.82288141
10008806,low,12,110,Development,Thursday,122.7635585
10008807,medium,5,110,Development,Sunday,136.4503159
10008808,critical,8,106,Commercial,Wednesday,50.57026611
10008809,critical,3,105,Administrative,Monday,76.9663062
10008810,high,9,107,Manufacturing,Wednesday,112.5488003
10008811,medium,12,110,Development,Thursday,141.467077
10008812,medium,17,106,Commercial,Saturday,110.518825
10008813,high,6,108,Commercial,Saturday,84.4876433
10008814,low,10,107,Manufacturing,Sunday,113.9078789
10008815,high,5,110,Development,Sunday,38.04497351
10008816,high,9,107,Manufacturing,Friday,177.8753026
10008817,medium,5,110,Development,Sunday,129.4152131
10008818,critical,12,110,Development,Thursday,55.75558255
10008819,critical,6,108,Commercial,Saturday,62.9574593
10008820,low,14,110,Development,Friday,134.1577194
10008821,critical,9,107,Manufacturing,Sunday,110.0852684
10008822,low,14,110,Development,Friday,197.4257539
10008823,high,9,107,Manufacturing,Saturday,112.0634576
10008824,high,18,111,Manufacturing,Monday,135.9233574
10008825,medium,3,105,Administrative,Wednesday,92.46661067
10008826,critical,10,107,Manufacturing,Friday,69.34059465
10008827,critical,6,108,Commercial,Sunday,93.25040032
10008828,medium,16,108,Commercial,Friday,178.5609121
10008829,high,6,108,Commercial,Wednesday,81.13132402
10008830,low,14,110,Development,Sunday,153.777297
10008831,medium,8,106,Commercial,Friday,120.9937112
10008832,critical,15,110,Development,Tuesday,28.82558284
10008833,medium,6,108,Commercial,Saturday,153.5631898
10008834,critical,9,107,Manufacturing,Monday,115.129829
10008835,medium,10,107,Manufacturing,Friday,160.3936778
10008836,critical,16,108,Commercial,Monday,55.07676393
10008837,low,19,108,Commercial,Thursday,115.0701356
10008838,medium,8,106,Commercial,Monday,120.9263597
10008839,low,19,108,Commercial,Friday,149.9567269
10008840,critical,19,108,Commercial,Friday,99.98371279
10008841,critical,14,110,Development,Saturday,113.5022169
10008842,low,2,107,Manufacturing,Sunday,168.2597188
10008843,high,19,108,Commercial,Friday,148.774605
10008844,high,12,110,Development,Friday,134.8497352
10008845,high,9,107,Manufacturing,Monday,101.393931
10008846,critical,16,108,Commercial,Monday,65.87793014
10008847,low,5,110,Development,Wednesday,123.8845444
10008848,high,1,103,Administrative,Sunday,74.20201899
10008849,critical,12,110,Development,Friday,133.7137875
10008850,high,19,108,Commercial,Monday,110.2743051
10008851,high,2,107,Manufacturing,Wednesday,102.9001672
10008852,high,17,106,Commercial,Thursday,91.24918879
10008853,critical,19,108,Commercial,Monday,71.582804
